Question,Event Category,Region,City
What stresses you out the most,College,Connecticut,Branford
What stresses you out the most,College,Texas,Denton
What stresses you out the most,College,Ohio,Columbus
What stresses you out the most,College,Florida,Bayshore Gardens
What stresses you out the most,College,Colorado,Highlands Ranch
What stresses you out the most,College,Florida,Hialeah
What stresses you out the most,College,Arizona,Kingman
What stresses you out the most,College,Texas,Arlington
What stresses you out the most,College,Arizona,Phoenix
What stresses you out the most,College,Oklahoma,Cushing
What stresses you out the most,College,Mississippi,Poplarville
What stresses you out the most,College,Missouri,Holts Summit
What stresses you out the most,College,Missouri,Springfield
What stresses you out the most,College,Georgia,Cartersville
What stresses you out the most,College,Wisconsin,(not set)
What stresses you out the most,College,Missouri,High Ridge
What stresses you out the most,College,Florida,Royal Palm Beach
What stresses you out the most,College,Michigan,Detroit
What stresses you out the most,College,Florida,(not set)
What stresses you out the most,College,Georgia,Atlanta
What stresses you out the most,College,New Hampshire,Nashua
What stresses you out the most,College,Florida,(not set)
What stresses you out the most,College,Maryland,Hillcrest Heights
What stresses you out the most,College,Oregon,Eugene
What stresses you out the most,College,Colorado,Westminster
What stresses you out the most,College,New York,Watertown
What stresses you out the most,College,Texas,Dallas
What stresses you out the most,College,Maine,Standish
What stresses you out the most,College,Alabama,Auburn
What stresses you out the most,College,Arkansas,Fayetteville
What stresses you out the most,College,Maryland,Essex
What stresses you out the most,College,Arkansas,Greenwood
What stresses you out the most,College,Nebraska,Aurora
What stresses you out the most,College,Massachusetts,Andover
What stresses you out the most,College,Maine,Scarborough
What stresses you out the most,College,Illinois,Lebanon
What stresses you out the most,College,North Carolina,Fayetteville
What stresses you out the most,College,Illinois,Chicago
What stresses you out the most,College,Georgia,Atlanta
What stresses you out the most,College,Texas,Plano
What stresses you out the most,College,Nebraska,Omaha
What stresses you out the most,College,Maine,Cape Elizabeth
What stresses you out the most,College,Ohio,Cincinnati
What stresses you out the most,College,Colorado,Lakewood
What stresses you out the most,College,Florida,Miami
What stresses you out the most,College,Michigan,Ludington
What stresses you out the most,College,Florida,Weston
What stresses you out the most,College,Colorado,Denver
What stresses you out the most,College,Virginia,Ashburn
What stresses you out the most,College,Florida,Miami
What stresses you out the most,College,Minnesota,Minneapolis
What stresses you out the most,College,Connecticut,Fairfield
What stresses you out the most,College,Florida,Kendall West
What stresses you out the most,College,New Jersey,North Bergen
What stresses you out the most,College,Florida,Miami
What stresses you out the most,College,Maryland,Largo
What stresses you out the most,College,Pennsylvania,Kingston
What stresses you out the most,College,North Carolina,Garner
What stresses you out the most,College,Oregon,Silverton
What stresses you out the most,College,Florida,Miami
What stresses you out the most,College,Illinois,Chicago
What stresses you out the most,College,Virginia,Charlottesville
What stresses you out the most,College,Connecticut,Waterbury
What stresses you out the most,College,Washington,Everett
What stresses you out the most,College,Florida,Miami
What stresses you out the most,College,Wisconsin,Arcadia
What stresses you out the most,College,Nebraska,Omaha
What stresses you out the most,College,Wisconsin,Madison
What stresses you out the most,College,Minnesota,Minneapolis
What stresses you out the most,College,Oregon,Portland
What stresses you out the most,College,Texas,Mesquite
What stresses you out the most,College,Florida,Panama City
What stresses you out the most,College,Massachusetts,Boston
What stresses you out the most,College,Michigan,Lowell charter Township
What stresses you out the most,College,Illinois,Chicago
What stresses you out the most,College,Colorado,Denver
What stresses you out the most,College,Texas,Corpus Christi
What stresses you out the most,College,Georgia,Jackson
What stresses you out the most,College,Pennsylvania,McSherrystown
What stresses you out the most,College,Colorado,Aurora
What stresses you out the most,College,Florida,Miami
What stresses you out the most,College,Florida,Miami
What stresses you out the most,College,Missouri,Saint Joseph
What stresses you out the most,College,Colorado,Denver
What stresses you out the most,College,North Carolina,Charlotte
What stresses you out the most,College,South Carolina,Charleston
What stresses you out the most,College,New Jersey,Newark
What stresses you out the most,College,Illinois,Urbana
What stresses you out the most,College,Oklahoma,Oklahoma City
What stresses you out the most,College,Wisconsin,Madison
What stresses you out the most,College,Florida,Miami
What stresses you out the most,College,Colorado,Limon
What stresses you out the most,College,Washington,Arlington
What stresses you out the most,College,Nebraska,Bellevue
What stresses you out the most,College,California,Los Angeles
What stresses you out the most,College,Utah,Layton
What stresses you out the most,College,Missouri,Springfield
What stresses you out the most,College,Texas,Dallas
What stresses you out the most,College,Virginia,Spotsylvania Courthouse
What stresses you out the most,College,California,San Mateo
What stresses you out the most,College,New Mexico,Artesia
What stresses you out the most,College,Florida,North Miami
What stresses you out the most,College,Arkansas,Mountain View
What stresses you out the most,College,District of Columbia,Washington
What stresses you out the most,College,California,Hawthorne
What stresses you out the most,College,Idaho,Boise
What stresses you out the most,College,Washington,Seattle
What stresses you out the most,College,Kentucky,Florence
What stresses you out the most,College,Oklahoma,Oklahoma City
What stresses you out the most,College,California,San Diego
What stresses you out the most,College,Idaho,Idaho Falls
What stresses you out the most,College,Ohio,Columbus
What stresses you out the most,College,South Carolina,Charleston
What stresses you out the most,College,Texas,Dallas
What stresses you out the most,College,Montana,Missoula
What stresses you out the most,College,Florida,Fort Myers
What stresses you out the most,College,Texas,Dallas
What stresses you out the most,College,Tennessee,Lenoir City
What stresses you out the most,College,Georgia,Lawrenceville
What stresses you out the most,College,(not set),(not set)
What stresses you out the most,College,Texas,Houston
What stresses you out the most,College,Pennsylvania,(not set)
